company_id,company_name,industry,state,company_age_years,annual_revenue_cr,ebitda_cr,net_profit_cr,total_debt_cr,net_worth_cr,capacity_utilization_pct,employee_count,gst_turnover_cr,bank_credit_flow_cr,litigation_cases,auditor_flag,promoter_experience_years,past_default_flag,industry_risk_score,news_sentiment_score,collateral_value_cr,credit_rating,loan_amount_requested_cr,debt_to_ebitda,profit_margin_pct,gst_bank_gap_cr,collateral_coverage_ratio
1153,Corp_1153,Food Processing,Uttar Pradesh,28,70.82,221.67,28.68,427.28,593.03,48.6,2698,52.3,1080.79,5,0,14,0,9,-4,893.76,A,89.72,1.93,40.5,-1028.49,9.96
1154,Corp_1154,Textiles,Uttar Pradesh,21,816.49,236.23,53.76,357.41,524.77,67.5,4090,916.27,703.38,4,0,18,0,4,3,101.19,CCC,36.86,1.51,6.58,212.89,2.75
1155,Corp_1155,Steel,Rajasthan,23,474.23,169.34,72.23,186.82,48.91,72.6,2533,181.25,1116.3,6,0,11,0,2,1,317.32,CCC,272.49,1.1,15.23,-935.05,1.16
1156,Corp_1156,Steel,Rajasthan,35,371.07,188.23,27.43,500.24,715.76,49.1,758,90.25,571.91,6,0,14,0,9,-1,349.61,BB,108.17,2.66,7.39,-481.66,3.23
1157,Corp_1157,Textiles,Punjab,13,844.45,247.22,42.15,485.33,377.28,72.0,1230,476.8,895.7,1,0,10,0,5,4,310.83,CCC,35.43,1.96,4.99,-418.9,8.77
1158,Corp_1158,Textiles,Rajasthan,15,749.3,112.33,62.26,10.34,260.06,74.0,4133,645.62,889.73,0,0,13,0,8,4,778.32,BBB,49.06,0.09,8.31,-244.11,15.86
1159,Corp_1159,Manufacturing,Maharashtra,35,1037.87,239.8,20.26,412.81,514.73,65.2,1564,66.78,874.43,1,0,8,0,8,1,334.07,BB,184.86,1.72,1.95,-807.65,1.81
1160,Corp_1160,Pharma,Telangana,31,397.7,132.37,37.5,582.11,98.82,82.0,698,844.42,437.25,2,0,16,0,8,-3,302.46,B,183.7,4.4,9.43,407.17,1.65
1161,Corp_1161,Steel,Punjab,36,507.39,139.22,-7.17,557.35,240.83,48.5,4597,840.18,544.27,4,0,30,0,7,5,236.42,BB,291.94,4.0,-1.41,295.91,0.81
1162,Corp_1162,Retail,Punjab,34,1174.56,76.37,102.7,191.99,749.46,71.3,705,814.1,365.17,1,0,21,0,2,-2,287.83,AA,158.73,2.51,8.74,448.93,1.81
1163,Corp_1163,Retail,Uttar Pradesh,16,167.17,155.77,77.6,680.55,18.19,63.3,1268,1158.77,292.37,4,0,17,0,6,-4,865.35,BB,203.93,4.37,46.42,866.4,4.24
1164,Corp_1164,Infrastructure,Tamil Nadu,12,477.05,101.79,42.25,338.22,230.39,64.6,3331,1116.2,1029.88,2,1,8,0,1,-5,30.36,BBB,106.55,3.32,8.86,86.32,0.28
1165,Corp_1165,Retail,Punjab,32,404.0,14.84,6.44,493.11,789.01,71.2,2927,338.41,640.45,5,0,26,0,7,2,680.26,AAA,166.09,33.23,1.59,-302.04,4.1
1166,Corp_1166,Manufacturing,Tamil Nadu,25,470.41,232.9,54.95,478.41,661.12,68.1,2061,769.75,1031.03,5,0,5,1,3,2,224.44,AA,294.68,2.05,11.68,-261.28,0.76
1167,Corp_1167,Infrastructure,Karnataka,30,668.33,67.52,67.13,248.14,629.34,53.9,3653,1107.05,172.06,2,0,15,0,5,5,405.83,BB,13.45,3.68,10.04,934.99,30.17
1168,Corp_1168,Auto Components,Gujarat,6,569.83,6.04,70.57,214.15,842.58,55.1,2895,32.6,1202.61,3,1,16,0,6,0,832.45,CCC,39.16,35.46,12.38,-1170.01,21.26
1169,Corp_1169,Chemicals,Punjab,33,1030.65,178.4,42.41,680.2,35.25,70.9,4846,910.88,1128.01,5,0,14,0,8,-5,330.11,CCC,257.65,3.81,4.11,-217.13,1.28
1170,Corp_1170,Infrastructure,Tamil Nadu,14,904.63,164.86,11.82,545.24,885.33,57.0,3984,660.85,178.17,7,1,23,0,6,0,186.8,BB,71.87,3.31,1.31,482.68,2.6
1171,Corp_1171,IT Services,Punjab,39,454.43,4.51,-3.22,301.07,588.55,94.6,2787,886.18,989.36,1,0,12,0,7,2,343.47,BBB,269.81,66.76,-0.71,-103.18,1.27
1172,Corp_1172,Food Processing,Tamil Nadu,37,740.34,24.35,93.68,203.54,603.98,46.1,135,889.23,282.61,5,1,25,0,5,2,677.49,BBB,263.21,8.36,12.65,606.62,2.57
1173,Corp_1173,Retail,Gujarat,30,372.12,148.9,8.4,646.4,814.52,80.6,3367,1126.8,1128.67,0,0,26,0,8,-4,714.58,AA,214.29,4.34,2.26,-1.87,3.33
1174,Corp_1174,Pharma,Tamil Nadu,27,435.68,205.3,74.34,294.0,384.78,85.8,4545,1273.11,375.75,4,0,22,0,9,-1,298.3,AA,21.44,1.43,17.06,897.36,13.91
1175,Corp_1175,Chemicals,Rajasthan,26,1164.54,13.82,47.33,54.49,76.51,67.1,2426,1186.03,565.67,2,0,17,0,4,5,363.93,BB,121.87,3.94,4.06,620.36,2.99
1176,Corp_1176,Textiles,Maharashtra,19,422.32,109.61,107.35,404.07,39.72,83.9,2089,1211.25,952.58,7,0,28,0,8,-2,15.68,A,18.78,3.69,25.42,258.67,0.83
1177,Corp_1177,Manufacturing,Maharashtra,16,298.07,189.24,34.2,482.52,700.47,50.8,2526,931.15,1110.06,0,0,18,0,3,-1,698.56,CCC,130.12,2.55,11.47,-178.91,5.37
1178,Corp_1178,Auto Components,Karnataka,9,30.56,71.3,83.86,157.95,448.05,81.3,4683,1057.09,1086.16,2,0,33,0,7,3,315.11,A,286.59,2.22,274.41,-29.07,1.1
1179,Corp_1179,Chemicals,Rajasthan,10,605.17,124.79,80.97,49.73,672.8,82.9,556,385.3,793.24,2,0,15,0,7,-1,785.77,A,165.73,0.4,13.38,-407.94,4.74
1180,Corp_1180,Steel,Telangana,6,391.17,226.6,100.41,43.35,882.2,56.1,3904,863.4,412.42,0,0,27,0,2,3,406.86,A,60.24,0.19,25.67,450.98,6.75
1181,Corp_1181,Auto Components,Tamil Nadu,23,492.73,71.46,95.95,610.9,97.36,88.1,1572,167.55,706.12,7,1,15,0,2,5,700.1,AA,224.67,8.55,19.47,-538.57,3.12
1182,Corp_1182,Manufacturing,Uttar Pradesh,29,994.39,67.16,-6.27,398.08,233.17,62.9,121,1287.73,669.24,0,0,23,0,6,-1,846.61,BBB,29.82,5.93,-0.63,618.49,28.39
1183,Corp_1183,Retail,Punjab,9,93.06,67.64,119.74,97.06,290.33,60.1,1783,825.9,502.09,7,0,8,0,1,0,866.4,B,122.08,1.43,128.67,323.81,7.1
1184,Corp_1184,Auto Components,Punjab,26,733.7,106.32,19.24,403.26,89.51,93.8,2612,167.03,764.12,3,0,32,1,6,-3,828.11,BB,210.83,3.79,2.62,-597.09,3.93
1185,Corp_1185,IT Services,Rajasthan,33,1122.49,224.27,101.84,453.77,19.63,88.9,3764,59.03,413.37,3,0,5,0,6,4,60.74,CCC,40.36,2.02,9.07,-354.34,1.5
1186,Corp_1186,Infrastructure,Gujarat,24,1199.61,118.04,-9.38,648.48,623.59,86.8,541,383.15,121.72,6,0,6,0,6,5,704.02,CCC,134.14,5.49,-0.78,261.43,5.25
1187,Corp_1187,Pharma,Maharashtra,13,665.95,62.75,115.58,197.05,22.22,62.5,2122,228.31,174.58,1,0,15,1,3,5,602.56,AAA,250.13,3.14,17.36,53.73,2.41
1188,Corp_1188,Auto Components,Tamil Nadu,38,38.58,65.26,42.0,651.85,711.02,53.4,378,1009.42,1215.73,4,1,19,0,5,-4,306.0,A,108.32,9.99,108.86,-206.31,2.82
1189,Corp_1189,Chemicals,Gujarat,9,395.69,194.5,12.29,630.37,78.57,69.5,1237,230.27,1141.01,3,0,19,0,9,0,867.16,BB,235.5,3.24,3.11,-910.74,3.68
1190,Corp_1190,Chemicals,Uttar Pradesh,10,959.28,228.0,0.37,366.47,145.21,45.7,1032,1008.51,776.34,7,1,9,0,5,2,436.28,A,208.26,1.61,0.04,232.17,2.09
1191,Corp_1191,Manufacturing,Haryana,8,436.48,237.2,98.95,685.06,729.97,48.3,3160,276.96,967.89,5,0,14,0,9,5,871.31,CCC,35.38,2.89,22.67,-690.93,24.63
1192,Corp_1192,Steel,Karnataka,9,1123.24,37.84,-18.36,270.56,816.34,35.7,2269,1155.26,661.7,1,0,26,0,7,2,321.66,AAA,211.22,7.15,-1.63,493.56,1.52
1193,Corp_1193,IT Services,Punjab,6,262.09,7.88,36.56,261.14,843.76,73.9,978,878.88,735.4,2,0,19,0,3,4,843.54,BB,9.28,33.14,13.95,143.48,90.9
1194,Corp_1194,Infrastructure,Karnataka,20,316.37,192.47,88.92,319.45,853.25,45.1,3829,1011.91,1145.68,5,0,7,0,9,5,770.59,CCC,273.07,1.66,28.11,-133.77,2.82
1195,Corp_1195,Steel,Haryana,27,37.93,225.79,116.11,433.52,812.44,80.6,2670,208.52,265.3,4,0,15,0,4,3,356.58,BB,164.25,1.92,306.12,-56.78,2.17
1196,Corp_1196,Chemicals,Delhi,2,844.52,20.67,93.12,93.24,396.49,50.3,43,981.69,652.01,2,0,13,1,1,-4,899.05,A,100.72,4.51,11.03,329.68,8.93
1197,Corp_1197,Retail,Gujarat,13,1063.89,142.95,-7.52,576.48,597.44,90.1,572,707.78,137.69,0,0,4,0,1,-4,230.22,AAA,73.71,4.03,-0.71,570.09,3.12
1198,Corp_1198,Textiles,Haryana,20,1179.09,233.52,32.24,461.52,714.32,81.5,970,1175.1,309.92,5,0,13,0,2,5,768.67,AA,246.94,1.98,2.73,865.18,3.11
1199,Corp_1199,Steel,Uttar Pradesh,11,159.61,135.12,28.7,205.08,606.7,72.1,3433,819.93,971.12,6,1,21,0,7,3,22.78,BB,253.91,1.52,17.98,-151.19,0.09
1200,Corp_1200,Retail,Punjab,33,87.03,110.52,30.81,143.31,150.94,51.5,3010,973.67,1209.85,7,0,16,0,7,2,614.68,AA,16.76,1.3,35.4,-236.18,36.68
1201,Corp_1201,Chemicals,Gujarat,15,561.84,244.4,100.93,249.55,132.21,44.7,612,644.84,470.51,2,1,16,0,8,0,840.96,B,83.7,1.02,17.96,174.33,10.05
1202,Corp_1202,Chemicals,Uttar Pradesh,31,767.97,49.44,-0.06,462.04,47.52,41.2,680,932.72,774.56,0,0,6,0,3,-3,766.75,B,149.61,9.35,-0.01,158.16,5.12
1203,Corp_1203,Auto Components,Telangana,22,400.44,15.58,100.6,530.42,171.66,74.7,3278,1196.57,364.99,3,0,10,0,4,3,871.22,AAA,96.8,34.04,25.12,831.58,9.0
1204,Corp_1204,Textiles,Delhi,20,1029.12,201.99,17.53,419.71,271.84,71.3,1587,231.87,1034.44,7,0,11,0,8,0,93.99,AA,187.18,2.08,1.7,-802.57,0.5
1205,Corp_1205,Infrastructure,Delhi,23,292.78,203.44,10.15,156.96,132.12,44.0,2163,655.02,143.54,5,0,5,0,5,2,413.12,CCC,90.2,0.77,3.47,511.48,4.58
1206,Corp_1206,IT Services,Karnataka,35,381.82,161.62,41.31,428.11,318.01,75.6,457,505.9,276.37,3,0,29,0,7,-1,532.31,B,121.98,2.65,10.82,229.53,4.36
1207,Corp_1207,Pharma,Delhi,2,376.55,147.95,104.44,86.24,183.69,85.7,4798,76.21,363.56,4,0,12,0,1,-1,274.67,AA,120.88,0.58,27.74,-287.35,2.27
1208,Corp_1208,Steel,Telangana,6,1031.7,193.91,119.64,599.59,520.51,90.7,3685,203.79,1123.22,5,0,3,1,6,-4,612.77,A,264.85,3.09,11.6,-919.43,2.31
1209,Corp_1209,Manufacturing,Telangana,24,710.34,4.3,50.33,149.85,209.27,89.2,3848,1085.11,796.15,3,0,4,0,8,2,607.05,BBB,278.69,34.85,7.09,288.96,2.18
1210,Corp_1210,Steel,Tamil Nadu,17,194.84,41.92,34.4,137.2,730.67,94.9,399,69.07,383.84,7,0,9,0,1,4,789.81,A,192.3,3.27,17.66,-314.77,4.11
1211,Corp_1211,Chemicals,Rajasthan,39,862.82,6.51,87.79,488.1,819.0,38.6,2594,480.46,1064.48,0,1,26,0,9,0,59.89,BB,103.51,74.98,10.17,-584.02,0.58
1212,Corp_1212,Food Processing,Rajasthan,33,475.49,150.28,52.38,564.64,430.39,90.0,4762,749.63,149.18,2,0,13,0,3,5,153.8,A,295.39,3.76,11.02,600.45,0.52
1213,Corp_1213,Infrastructure,Telangana,39,194.77,197.78,72.79,359.95,74.65,72.5,2024,755.11,988.21,0,0,31,0,9,-2,703.49,BB,269.74,1.82,37.37,-233.1,2.61
1214,Corp_1214,Chemicals,Maharashtra,19,731.32,206.74,5.87,562.61,624.07,46.4,2761,875.21,575.77,2,0,25,1,1,3,731.54,BB,248.12,2.72,0.8,299.44,2.95
1215,Corp_1215,Textiles,Delhi,7,528.02,162.25,71.24,83.61,565.92,37.1,1530,1076.74,179.4,7,0,34,0,8,-5,419.91,CCC,32.15,0.52,13.49,897.34,13.06
1216,Corp_1216,Textiles,Punjab,14,365.96,211.26,17.6,484.43,187.08,55.2,3001,1208.45,472.72,3,1,9,0,5,-1,537.35,B,173.3,2.29,4.81,735.73,3.1
1217,Corp_1217,Pharma,Punjab,22,1087.27,232.26,16.75,357.51,716.07,42.0,1633,509.94,583.37,2,0,4,0,2,-4,45.5,B,196.66,1.54,1.54,-73.43,0.23
1218,Corp_1218,Textiles,Gujarat,34,956.53,5.99,110.12,668.34,185.13,95.0,3781,1236.23,1181.3,6,0,25,0,7,1,780.53,CCC,119.12,111.58,11.51,54.93,6.55
1219,Corp_1219,IT Services,Maharashtra,39,627.24,197.96,49.55,231.19,238.81,75.0,1678,135.77,136.8,6,0,27,0,8,4,869.66,A,211.47,1.17,7.9,-1.03,4.11
1220,Corp_1220,Pharma,Maharashtra,35,937.59,68.66,8.84,459.17,645.84,91.7,4934,731.45,436.67,2,0,33,0,2,1,477.52,AAA,153.62,6.69,0.94,294.78,3.11
1221,Corp_1221,Steel,Delhi,12,1120.67,142.5,103.05,430.25,495.6,54.9,4117,1243.98,111.79,5,0,5,0,5,-2,873.49,A,84.79,3.02,9.2,1132.19,10.3
1222,Corp_1222,Auto Components,Rajasthan,16,956.92,18.06,48.86,513.94,438.17,48.0,3701,433.05,157.92,4,0,25,0,9,2,703.06,BB,134.18,28.46,5.11,275.13,5.24
1223,Corp_1223,Food Processing,Rajasthan,2,1189.26,116.13,-18.05,641.26,761.63,49.8,3756,317.36,251.54,4,0,34,0,8,-2,250.85,A,145.12,5.52,-1.52,65.82,1.73
1224,Corp_1224,IT Services,Telangana,39,469.95,142.91,39.17,54.2,836.45,67.6,306,441.69,637.15,1,1,16,0,2,-5,92.09,BB,158.69,0.38,8.33,-195.46,0.58
1225,Corp_1225,Chemicals,Karnataka,8,954.81,165.59,94.29,639.36,278.99,53.5,2044,237.69,257.69,2,1,32,0,5,0,250.89,BB,79.38,3.86,9.88,-20.0,3.16
1226,Corp_1226,Infrastructure,Delhi,39,428.48,201.05,2.92,553.46,639.34,44.8,2016,1095.81,640.99,3,0,27,1,1,-2,156.43,CCC,202.29,2.75,0.68,454.82,0.77
1227,Corp_1227,Manufacturing,Tamil Nadu,35,432.46,28.17,36.44,389.42,568.08,64.1,4853,255.61,673.35,0,1,25,0,3,-5,16.47,B,60.06,13.82,8.43,-417.74,0.27
1228,Corp_1228,Food Processing,Punjab,8,361.58,164.7,77.73,236.09,733.27,63.5,1818,941.39,313.92,5,0,14,1,5,2,127.36,AAA,278.76,1.43,21.5,627.47,0.46
1229,Corp_1229,Steel,Delhi,31,836.81,110.0,48.76,189.04,659.68,84.2,2797,845.83,90.54,4,0,4,1,5,5,65.12,B,273.04,1.72,5.83,755.29,0.24
1230,Corp_1230,IT Services,Uttar Pradesh,33,381.2,106.15,83.76,400.74,264.12,69.9,3643,75.03,285.43,1,0,34,0,3,2,847.62,BB,288.33,3.78,21.97,-210.4,2.94
1231,Corp_1231,Infrastructure,Telangana,8,954.04,169.73,10.51,686.14,331.24,41.6,2165,331.48,557.57,2,0,31,0,4,-2,590.87,CCC,278.58,4.04,1.1,-226.09,2.12
1232,Corp_1232,Textiles,Delhi,5,416.19,219.23,99.13,30.02,738.8,65.5,2617,563.64,553.49,5,0,26,0,7,-1,201.09,BB,88.7,0.14,23.82,10.15,2.27
1233,Corp_1233,Steel,Karnataka,12,834.48,13.86,31.52,173.01,104.63,88.5,2264,276.61,990.53,4,0,18,0,8,2,483.67,BBB,136.58,12.48,3.78,-713.92,3.54
1234,Corp_1234,Food Processing,Uttar Pradesh,36,169.36,207.8,24.36,251.29,283.58,71.7,2616,271.12,1056.33,7,0,21,0,9,-5,681.5,BB,92.55,1.21,14.38,-785.21,7.36
1235,Corp_1235,Manufacturing,Karnataka,9,760.1,185.14,36.24,551.82,245.83,44.9,497,411.16,631.83,4,0,9,0,8,-2,166.26,AA,195.12,2.98,4.77,-220.67,0.85
1236,Corp_1236,Retail,Maharashtra,33,180.9,221.53,39.63,416.03,845.23,82.4,4084,73.76,283.29,0,0,17,0,3,2,163.54,B,264.31,1.88,21.91,-209.53,0.62
1237,Corp_1237,Food Processing,Haryana,33,159.5,96.43,108.46,535.81,94.49,51.3,2709,1247.3,732.21,1,0,16,1,7,4,387.12,BB,134.14,5.56,68.0,515.09,2.89
1238,Corp_1238,Pharma,Tamil Nadu,6,248.78,65.99,117.68,119.86,531.56,54.1,907,294.61,692.43,3,0,30,0,3,1,257.24,AA,137.21,1.82,47.3,-397.82,1.87
1239,Corp_1239,Steel,Karnataka,39,680.34,110.11,21.43,544.85,664.35,49.0,4194,238.48,86.46,2,0,14,0,2,-5,592.95,AAA,138.74,4.95,3.15,152.02,4.27
1240,Corp_1240,IT Services,Maharashtra,26,195.92,81.9,10.13,655.23,392.05,84.2,1242,916.5,991.53,5,0,17,0,8,2,841.44,AAA,102.72,8.0,5.17,-75.03,8.19
1241,Corp_1241,Steel,Haryana,24,1096.31,184.22,7.1,241.6,75.45,80.5,3562,1211.0,326.02,3,1,20,0,9,-3,576.73,AAA,160.57,1.31,0.65,884.98,3.59
1242,Corp_1242,Auto Components,Tamil Nadu,27,1016.77,27.35,68.88,91.27,799.16,70.7,3344,542.0,323.74,1,0,7,0,4,4,478.84,CCC,282.05,3.34,6.77,218.26,1.7
1243,Corp_1243,Food Processing,Rajasthan,24,942.36,212.57,113.97,27.28,882.49,45.4,3908,892.78,1095.57,4,0,12,0,6,-5,500.04,A,204.92,0.13,12.09,-202.79,2.44
1244,Corp_1244,Infrastructure,Uttar Pradesh,23,710.27,236.31,-16.84,643.66,94.99,65.4,1132,902.74,445.1,5,0,8,0,3,-1,498.54,A,206.56,2.72,-2.37,457.64,2.41
1245,Corp_1245,Food Processing,Tamil Nadu,34,1037.46,208.72,15.41,84.06,850.84,82.6,1459,247.08,84.65,0,0,18,0,8,5,571.45,BBB,153.73,0.4,1.49,162.43,3.72
1246,Corp_1246,Manufacturing,Karnataka,8,1193.14,208.63,104.04,658.84,199.41,93.9,4863,525.54,135.76,5,0,17,0,5,-1,164.82,AA,8.9,3.16,8.72,389.78,18.52
1247,Corp_1247,IT Services,Gujarat,17,624.61,166.15,80.75,257.74,382.46,87.7,4172,105.68,782.71,7,0,24,0,4,4,493.13,A,45.2,1.55,12.93,-677.03,10.91
1248,Corp_1248,Food Processing,Rajasthan,31,1011.28,162.66,12.97,390.05,709.61,65.6,2300,1048.44,485.01,7,0,12,0,2,3,834.01,A,159.74,2.4,1.28,563.43,5.22
1249,Corp_1249,Textiles,Punjab,10,606.84,61.83,86.88,166.81,872.75,78.1,2820,434.31,657.76,2,0,17,0,1,-5,204.48,CCC,149.84,2.7,14.32,-223.45,1.36
1250,Corp_1250,Manufacturing,Haryana,29,1182.81,46.29,6.84,481.79,207.65,46.1,3106,945.78,90.74,5,0,12,0,6,1,808.63,A,297.78,10.41,0.58,855.04,2.72
1251,Corp_1251,Pharma,Punjab,21,916.57,129.41,108.07,533.55,835.71,81.9,87,1012.91,401.24,1,0,32,0,9,-1,822.92,CCC,26.07,4.12,11.79,611.67,31.57
1252,Corp_1252,IT Services,Telangana,34,742.34,184.36,-17.26,500.89,83.18,66.8,3224,1144.87,301.75,5,1,20,0,6,4,729.72,CCC,212.86,2.72,-2.33,843.12,3.43
1253,Corp_1253,Textiles,Delhi,12,1155.77,173.58,53.38,498.01,563.39,94.7,1231,1245.8,691.84,5,0,22,0,4,-3,607.51,AAA,104.83,2.87,4.62,553.96,5.8
1254,Corp_1254,Infrastructure,Tamil Nadu,16,1122.3,115.79,115.58,228.97,838.7,68.3,2701,657.85,848.02,1,0,15,0,5,-3,162.71,BBB,67.0,1.98,10.3,-190.17,2.43
1255,Corp_1255,Auto Components,Haryana,16,890.4,227.01,103.13,580.19,487.18,92.5,2245,529.77,1196.62,6,0,32,0,8,1,160.24,CCC,94.3,2.56,11.58,-666.85,1.7
1256,Corp_1256,IT Services,Haryana,34,669.23,158.31,105.03,422.68,489.15,69.8,2158,623.5,589.24,3,0,15,0,4,-4,717.1,BB,295.33,2.67,15.69,34.26,2.43
1257,Corp_1257,Manufacturing,Karnataka,13,819.49,224.28,-1.56,594.19,414.93,51.1,3104,544.73,539.88,1,0,26,0,5,-1,110.18,BB,189.15,2.65,-0.19,4.85,0.58
1258,Corp_1258,Textiles,Uttar Pradesh,5,313.38,83.91,105.92,663.82,472.73,69.0,1667,43.92,856.86,1,0,28,0,8,-1,197.77,AA,238.85,7.91,33.8,-812.94,0.83
1259,Corp_1259,Food Processing,Telangana,15,273.92,92.37,35.69,436.23,246.83,77.6,341,175.65,863.92,2,0,25,0,6,-3,331.79,AA,96.87,4.72,13.03,-688.27,3.43
1260,Corp_1260,Infrastructure,Telangana,7,126.54,173.46,43.93,44.82,253.75,36.7,4440,926.88,31.9,4,0,5,1,8,0,408.77,AA,261.52,0.26,34.72,894.98,1.56
1261,Corp_1261,Infrastructure,Uttar Pradesh,4,972.42,62.46,72.3,121.85,676.15,85.4,1536,924.93,937.25,5,1,8,0,6,-1,168.49,A,9.87,1.95,7.44,-12.32,17.07
1262,Corp_1262,Pharma,Gujarat,30,473.16,203.92,96.83,695.24,239.92,76.9,2696,1283.18,969.59,0,0,12,0,2,-2,296.67,B,35.28,3.41,20.46,313.59,8.41
1263,Corp_1263,Retail,Gujarat,38,547.88,111.02,97.55,284.44,195.26,52.0,3550,356.46,92.85,3,0,16,0,1,4,444.03,BB,102.72,2.56,17.8,263.61,4.32
1264,Corp_1264,Pharma,Rajasthan,3,806.89,61.31,84.69,555.33,499.43,57.6,2694,111.98,1199.41,3,1,34,0,3,5,893.55,B,165.0,9.06,10.5,-1087.43,5.42
1265,Corp_1265,Steel,Rajasthan,2,71.66,109.02,118.04,191.64,488.13,83.7,4107,1107.31,1002.64,4,0,30,0,2,-2,245.91,CCC,97.59,1.76,164.72,104.67,2.52
1266,Corp_1266,Retail,Gujarat,9,167.22,150.78,-4.96,131.55,47.08,70.1,2764,514.63,143.78,0,1,33,0,2,5,671.54,AA,119.55,0.87,-2.97,370.85,5.62
1267,Corp_1267,Steel,Punjab,8,1106.84,197.63,-0.26,549.89,635.92,37.7,1565,40.62,1172.27,0,0,10,0,1,5,288.88,AA,64.09,2.78,-0.02,-1131.65,4.51
1268,Corp_1268,IT Services,Telangana,18,740.74,82.89,112.2,422.51,122.71,50.5,4364,60.73,401.45,6,0,17,0,6,1,370.34,B,194.81,5.1,15.15,-340.72,1.9
1269,Corp_1269,Textiles,Punjab,17,81.54,155.08,57.4,42.01,677.87,75.7,1023,842.02,50.64,1,0,15,0,1,2,251.76,A,94.97,0.27,70.39,791.38,2.65
1270,Corp_1270,Manufacturing,Punjab,33,670.28,191.84,-18.27,532.08,437.25,80.9,3779,132.95,835.83,0,0,27,0,7,-3,470.59,AAA,109.69,2.77,-2.73,-702.88,4.29
1271,Corp_1271,Textiles,Punjab,20,732.1,185.72,66.57,591.02,231.73,35.8,3178,553.38,647.62,5,0,6,0,6,3,297.62,A,267.89,3.18,9.09,-94.24,1.11
1272,Corp_1272,Manufacturing,Punjab,38,329.89,31.07,44.88,111.27,314.92,68.8,347,697.38,112.37,7,0,9,0,4,-3,59.25,BBB,162.3,3.58,13.6,585.01,0.37
1273,Corp_1273,Chemicals,Gujarat,34,929.23,114.31,113.95,537.26,469.33,58.3,3038,423.58,668.57,7,0,30,0,1,3,253.32,A,146.0,4.7,12.26,-244.99,1.74
1274,Corp_1274,Manufacturing,Delhi,26,927.11,78.57,96.08,404.22,370.9,38.8,1122,287.25,882.86,6,0,27,0,2,-3,652.54,AAA,84.48,5.14,10.36,-595.61,7.72
1275,Corp_1275,Auto Components,Punjab,4,625.8,234.71,56.02,25.47,570.25,91.1,2733,1095.88,674.35,3,0,7,0,4,-4,572.95,AA,237.38,0.11,8.95,421.53,2.41
1276,Corp_1276,Food Processing,Karnataka,38,1197.57,217.87,98.94,358.98,33.29,48.1,4283,746.97,1018.36,6,0,15,0,7,-2,630.0,B,18.17,1.65,8.26,-271.39,34.67
1277,Corp_1277,Steel,Punjab,37,454.53,87.27,46.34,292.16,398.72,44.6,3203,1229.94,848.1,7,1,7,0,4,2,243.56,CCC,62.8,3.35,10.2,381.84,3.88
1278,Corp_1278,Infrastructure,Telangana,29,652.84,215.06,118.57,312.54,305.22,37.3,4569,590.83,410.44,4,0,32,0,7,1,225.16,AAA,21.25,1.45,18.16,180.39,10.6
1279,Corp_1279,IT Services,Maharashtra,3,122.55,189.15,100.02,486.23,666.24,86.1,2944,1088.72,1104.07,1,0,3,1,3,4,312.32,AA,16.53,2.57,81.62,-15.35,18.89
1280,Corp_1280,IT Services,Telangana,20,236.97,25.42,106.53,40.51,571.47,51.5,2330,604.89,506.77,3,0,10,0,1,3,890.57,AAA,51.85,1.59,44.96,98.12,17.18
1281,Corp_1281,Food Processing,Punjab,12,130.2,62.07,-13.78,104.09,105.97,61.1,2370,351.26,744.56,1,1,21,0,7,4,16.33,AA,218.37,1.68,-10.58,-393.3,0.07
1282,Corp_1282,Retail,Punjab,4,760.42,46.65,74.83,209.41,89.13,47.6,4829,276.03,900.31,1,0,11,1,2,3,189.84,BBB,293.63,4.49,9.84,-624.28,0.65
1283,Corp_1283,Retail,Punjab,10,738.54,9.75,95.1,382.38,531.15,63.7,772,382.63,1209.33,1,0,10,0,2,0,469.25,CCC,289.13,39.22,12.88,-826.7,1.62
1284,Corp_1284,Manufacturing,Delhi,4,666.0,155.85,34.41,204.38,840.48,83.2,4127,1009.72,298.7,2,1,14,0,7,0,291.08,AAA,37.82,1.31,5.17,711.02,7.7
1285,Corp_1285,Retail,Maharashtra,5,814.23,121.06,39.23,399.22,614.01,76.4,511,144.12,810.52,1,0,12,0,9,5,577.2,B,183.69,3.3,4.82,-666.4,3.14
1286,Corp_1286,Retail,Telangana,9,145.84,108.32,97.72,637.24,602.87,90.4,3692,77.77,747.78,1,1,14,0,7,-2,420.12,A,75.37,5.88,67.0,-670.01,5.57
1287,Corp_1287,Infrastructure,Karnataka,5,35.06,14.14,26.85,45.11,441.09,72.7,3429,1125.23,58.45,7,0,7,0,1,-2,415.31,AAA,57.84,3.19,76.58,1066.78,7.18
1288,Corp_1288,Pharma,Uttar Pradesh,33,143.89,228.13,3.26,596.55,207.75,71.8,4090,529.81,1124.91,0,0,33,0,5,-1,715.83,AAA,295.78,2.61,2.27,-595.1,2.42
1289,Corp_1289,Infrastructure,Rajasthan,36,739.18,107.47,97.7,255.21,111.69,36.2,4673,94.38,630.15,2,0,26,0,4,-2,856.12,BBB,24.19,2.37,13.22,-535.77,35.39
1290,Corp_1290,Steel,Gujarat,7,536.58,131.64,19.34,633.86,176.14,86.3,4699,602.83,1237.81,4,1,4,0,2,-2,775.83,CCC,132.92,4.82,3.6,-634.98,5.84
